Timestamp,Race/Ethnicity:,Class year: ,Do you identify as a low-income student? ,Are you a first-generation college student? ,Do you identify as LGBTQIA+?,Gender identity:,Will you be in Pacific Standard Time (PST) during the Spring 2021 semester?,How concerned are you about your academic success  this semester?,Additional comments about your academic success?,"Overall, how did you feel about the pace of your classes last semester? ","Overall, how did you feel about workload in your classes last semester?",What do you anticipate will be an academic challenge for you this semester? Select all that apply.,Additional comments about challenges you will face this semester? ,How helpful were the following supports to you last semester?  [Accessible office hours],How helpful were the following supports to you last semester?  [Addressing current events],How helpful were the following supports to you last semester?  [Flexibility with deadlines],How helpful were the following supports to you last semester?  [Flexibility and choice with exams/assessments],How helpful were the following supports to you last semester?  [Lower workload],How helpful were the following supports to you last semester?  [Opportunities to provide feedback to professors],How helpful were the following supports to you last semester?  [Peer-led study sessions],How helpful were the following supports to you last semester?  [Regular check-ins with professors dedicated to mental health/well-being],How helpful were the following supports to you last semester?  [Regular feedback from professors],How helpful were the following supports to you last semester?  [Resources provided on syllabi],How helpful were the following supports to you last semester?  [Transparency from professors],Additional comments about what worked and what didn't last semester? ,Which of the following would be most helpful to you this semester? (Select all that apply),"Any other comments, concerns, or questions that you would like DEB to share with faculty? (anonymously) "
1/12/2021 21:46:14,White,2021,No,No,Yes,Female/woman,Yes,3,,5,Somewhat heavy—I sometimes struggled to complete work on time,"Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Poor mental health, Professors who are not flexible or accommodating, Social isolation",,Very helpful,Helpful,Very helpful,Helpful,Very helpful,Not helpful,Helpful,Very helpful,Helpful,Very helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/12/2021 22:02:10,"Asian, White",2021,No,No,Yes,Female/woman,Yes,4,,4,Manageable—I completed almost all work on time,"Busy work schedule, Distracting work environment, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation, Stress from financial concerns, Unhealthy or unstable living environment",,Helpful,Not helpful,Helpful,Helpful,"Very helpful, Helpful",Very helpful,Not helpful,Very helpful,Helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Transparency from professors",
1/12/2021 22:34:58,White,2021,No,No,Yes,Gender queer/gender non-conforming,Yes,4,,3,Manageable—I completed almost all work on time,"Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Technological difficulties",,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Helpful,Not applicable,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments",
1/12/2021 23:15:06,Asian,2024,No,No,No,Female/woman,No,5,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Fast pace, Health and safety concerns, Heavy workload, Social isolation",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Transparency from professors",
1/12/2021 23:43:36,Asian,2024,No,No,No,Female/woman,Yes,4,,4,Manageable—I completed almost all work on time,"Distress and uncertainty from current political events, Poor mental health, Social isolation, Technological difficulties",,Helpful,Not applicable,Very helpful,Helpful,Helpful,Helpful,Not applicable,Not applicable,Helpful,Not applicable,Helpful,,"Advocating for lower workload in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions",
1/13/2021 1:38:57,White,2023,Yes,No,No,Female/woman,Yes,4,I definitely feel like last semester I would have gotten a better grade in all of my classes so I’m concerned that my GPA will be significantly impacted by this.,3,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties",,Not helpful,Not helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Very helpful,Not helpful,Very helpful,,"Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, A curve to all grades during the pandemic like all virtual classes have a letter or even a +/- curve like a B becomes a B+",
1/13/2021 2:28:47,White,2023,No,No,Prefer not to say,Female/woman,Yes,4,,5,Somewhat heavy—I sometimes struggled to complete work on time,"Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties",,Not applicable,Not applicable,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Not helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/13/2021 4:35:58,White,2021,No,No,No,Female/woman,No,5,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Poor mental health","Time difference will severely impact my ability to attend classes at the beginning of this coming semester, making recordings more readily accessible to students and presenting resources outside of class time for active participation and learning will be very helpful.   ",Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Not applicable,Helpful,Very helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Community dinners or celebrations, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors","I found that my academic success and support was at times in direct correlation with the wellbeing and support that the faculty also received. When professors have a heavy schedule and work load they are not able to meet very often or were flustered during one on one meetings with students. I wish for my professors to take care of themselves as much as they wish for us to maintain care for our own wellbeing. Also providing resources for learning and academic support specific to the course outside of class time and office hours; for example, a Teaching Assistant or introducing study groups for students that are flexible to their schedules. "
1/13/2021 8:06:51,White,2024,No,No,Yes,Male/man,No,2,,3,Manageable—I completed almost all work on time,"Distracting work environment, Social isolation",,Very helpful,Helpful,Helpful,Not helpful,Not helpful,Very helpful,Very helpful,Helpful,Very helpful,Not helpful,Helpful,,"Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/13/2021 8:17:37,"Asian, White",2024,No,No,No,Female/woman,Yes,3,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Distracting work environment, Distress and uncertainty from current political events, Fast pace, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Unhealthy or unstable living environment",,Helpful,Not helpful,Not helpful,Not helpful,"Very helpful, Not helpful",Very helpful,Helpful,Very helpful,Very helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Study sessions with DEB members, Transparency from professors",
1/13/2021 9:11:06,Black or African American,2021,Yes,Yes,Yes,Female/woman,No,4,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Stress from financial concerns, Unhealthy or unstable living environment",,Very helpful,Very helpful,Helpful,Helpful,Helpful,Very helpful,Not applicable,Not applicable,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Self Care sessions, Transparency from professors",
1/13/2021 10:07:57,"Hispanic or Latinx, White",2023,No,Yes,Yes,Female/woman,Yes,4,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Distracting work environment, Distress and uncertainty from current political events, Fast pace, Heavy workload, Poor mental health, Social isolation",,Helpful,Not helpful,Very helpful,Helpful,Very helpful,Helpful,Not helpful,Helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Transparency from professors",
1/13/2021 10:21:35,White,2021,No,No,Yes,Female/woman,Yes,4,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Distress and uncertainty from current political events, Health and safety concerns, Poor mental health, Social isolation, Stress from financial concerns",,Helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Not helpful,Not applicable,Helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Transparency from professors",
1/13/2021 11:10:02,White,2024,No,No,No,Male/man,No,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distress and uncertainty from current political events, Health and safety concerns, Lack of support with assignments from faculty or peers, Poor mental health",,"Very helpful, Helpful, Not helpful",Very helpful,Very helpful,Not applicable,Helpful,Helpful,Not applicable,Not applicable,Helpful,Helpful,Helpful,,"Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Peer-led study sessions, Transparency from professors",
1/13/2021 11:23:41,"Asian, White",2021,No,No,No,Male/man,Yes,2,,3,Manageable—I completed almost all work on time,"Communicating my difficulties with professors, Distracting work environment, Health and safety concerns, Poor mental health",,Very helpful,Helpful,Helpful,Helpful,Not applicable,Not helpful,Not helpful,Not applicable,Helpful,Not helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Transparency from professors",
1/13/2021 12:18:28,North African,2021,Yes,Yes,Yes,Female/woman,Yes,5,,5,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Unhealthy or unstable living environment",,Very helpful,Not helpful,Helpful,Helpful,Not helpful,Not helpful,"Very helpful, Helpful",Very helpful,Very helpful,Not helpful,Not helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Study sessions with DEB members, Transparency from professors",
1/13/2021 12:21:19,White,2024,No,No,Yes,Female/woman,Yes,3,"I'm not worried that I will fail, I know I won't let myself. But at what cost, you know? I'm worried that I will yet again sacrifice by mental/emotional/physical wellbeing for the sake of grades.",3,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties",,Not helpful,Very helpful,Very helpful,Not applicable,"Very helpful, Not applicable",Helpful,Not applicable,Not applicable,Helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/13/2021 12:29:18,White,2024,No,No,No,Male/man,Yes,3,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Fast pace, Heavy workload, Lack of feedback from professors, Poor mental health, Professors who are not flexible or accommodating",,Very helpful,Not helpful,Very helpful,Helpful,Very helpful,Helpful,Not helpful,"Not helpful, Not applicable",Helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for slower pace in classes, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/13/2021 12:52:11,White,2023,No,No,Yes,Female/woman,Yes,3,,3,Manageable—I completed almost all work on time,"Distress and uncertainty from current political events, Health and safety concerns, Lack of feedback from professors, Poor mental health, Social isolation",,Helpful,Helpful,Helpful,Very helpful,Very helpful,Very helpful,Not applicable,Not applicable,Helpful,Not helpful,Helpful,,"Advocating for lower workload in classes, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",It's super super important that they include things like breakout rooms and breaks in classes because otherwise it's really hard to stay engaged in Zoom
1/13/2021 14:14:04,Hispanic or Latinx,2024,Yes,Yes,No,Male/man,Yes,2,,3,Manageable—I completed almost all work on time,"Busy work schedule, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Microaggressions/Inequitable or insensitive classroom environment, Professors who are not flexible or accommodating",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Peer-led study sessions, Self Care sessions",
1/13/2021 14:36:30,Hispanic or Latinx,2024,Yes,Yes,Yes,Female/woman,No,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health",,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Study sessions with DEB members",
1/13/2021 15:50:58,Asian,2022,No,No,Yes,Female/woman,Yes,4,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Classes running overtime, Difficulty accessing or affording course materials, Distracting work environment, Fast pace, Heavy workload, Professors who are not flexible or accommodating, Social isolation",,Not helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Not helpful,Helpful,Not helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes",
1/13/2021 15:51:11,Asian,2021,No,No,No,Female/woman,No,3,,3,Manageable—I completed almost all work on time,Classes running overtime,,Helpful,Very helpful,Helpful,Helpful,Helpful,Helpful,Helpful,Helpful,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors",
1/13/2021 15:52:58,Black or African American,2024,Yes,No,Yes,Male/man,Yes,2,,3,Manageable—I completed almost all work on time,"Busy work schedule, Distracting work environment, Fast pace, Heavy workload, Professors who are not flexible or accommodating",,Very helpful,Very helpful,Very helpful,Not helpful,"Very helpful, Helpful",Very helpful,Not applicable,Not applicable,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for slower pace in classes, Regular meetings with professors dedicated to checking in about my progress, mental health, etc.",
1/13/2021 15:53:34,Asian,2021,No,No,Prefer not to say,Female/woman,Yes,4,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Busy work schedule, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distress and uncertainty from current political events, Extra home/family responsibilities, Heavy workload, Lack of feedback from professors, Poor mental health, Social isolation, Unhealthy or unstable living environment",,Helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Not helpful,Helpful,Helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Transparency from professors",
1/13/2021 15:53:59,Hispanic or Latinx,2024,Yes,No,No,Male/man,No,1,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Not applicable,Helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Community dinners or celebrations, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/13/2021 15:56:30,White,2023,No,No,Yes,Gender queer/gender non-conforming,No,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Distress and uncertainty from current political events, Extra home/family responsibilities, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns",,Helpful,Not helpful,Very helpful,Very helpful,Helpful,Not helpful,Not helpful,Not helpful,Helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Transparency from professors",
1/13/2021 15:57:29,White,2021,No,No,Yes,Female/woman,Yes,4,"I think the worsening pandemic, zoom school fatigue, and the stressful political situation will make things much harder - even worse than the last two semesters.",4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Classes running overtime, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Heavy workload, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Technological difficulties",I personally have lost two close family members within the past six weeks. I'm already feeling that this semester will be difficult due to grief on top of everything else.  ,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,Helpful,Very helpful,Very helpful,Helpful,Very helpful,"Worked: flexibility with deadlines, allowing students to have a say in the workload, understanding and sympathetic professors. Did not work: strict attendance policies, increased workload, making up for class with more assignments, group projects","Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Transparency from professors",
1/13/2021 16:01:59,Asian,2023,No,No,Prefer not to say,Prefer not to say,Yes,4,,3,Manageable—I completed almost all work on time,"Communicating my difficulties with professors, Distracting work environment, Fast pace, Heavy workload, Poor mental health, Social isolation, Stress from financial concerns",,Helpful,Helpful,Helpful,Not applicable,Helpful,Not applicable,Not applicable,Not applicable,Helpful,Not helpful,Helpful,,"Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors",
1/13/2021 16:03:34,White,2021,No,No,Yes,Male/man,No,3,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Distracting work environment, Distress and uncertainty from current political events, Lack of support with assignments from faculty or peers, Poor mental health",,Very helpful,Very helpful,Helpful,Very helpful,Very helpful,Helpful,Very helpful,Helpful,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions",
1/13/2021 16:10:38,White,2023,No,No,Yes,Female/woman,Yes,4,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns, Technological difficulties",,Very helpful,Helpful,"Very helpful, Helpful",Helpful,Not helpful,Helpful,Helpful,Helpful,Not helpful,Helpful,Not helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions",
1/13/2021 16:11:23,International/ Latin American,2022,Yes,Yes,No,Male/man,No,3,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Busy work schedule, Classes running overtime, Difficulty accessing or affording course materials, Distracting work environment, Extra home/family responsibilities, Health and safety concerns, Poor mental health, Stress from financial concerns, Technological difficulties",,Very helpful,Very helpful,Very helpful,Very helpful,Not helpful,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Self Care sessions, Transparency from professors",
1/13/2021 16:12:34,Asian,2022,No,No,No,Female/woman,Yes,4,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Health and safety concerns, Heavy workload, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Unhealthy or unstable living environment",,Helpful,Helpful,Very helpful,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Helpful,Helpful,Helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments",
1/13/2021 16:17:38,Hispanic or Latinx,2022,Yes,Yes,Yes,Prefer not to say,Yes,4,"I’m more concerned about the current political state of the nation and the ramifications that may occur and the impacts it may have, especially towards marginalized groups in this country. ",5,Somewhat heavy—I sometimes struggled to complete work on time,"Attending synchronous sessions, Communicating my difficulties with professors, Difficulty accessing or affording course materials, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of support with assignments from faculty or peers, Microaggressions/Inequitable or insensitive classroom environment, Poor mental health, Professors who are not flexible or accommodating, Social isolation, Stress from financial concerns",,Helpful,Helpful,Very helpful,Very helpful,Not applicable,Helpful,Not applicable,Not applicable,Helpful,Not helpful,Helpful,Taking away fall break was a poor choice consider the workload and faster pace of the semester on top of the stress from the political climate.,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Peer-led study sessions, Peer-led tutoring (one-on-one), Self Care sessions, Transparency from professors","Recognize the privilege that a lot of faculty/student body have in not having to fully worry about their lives in relation to the pandemic and the political climate. Recognize that most, if not all, students of color are directly/indirectly affected with the ongoing political crisis occurring in the nation and the toll it has on their mental and physical well-being. That the pandemic is still raging despite lack of concrete/effective action taken by public officials at national and local levels, and people, mostly BIPOC+low income+working class citizens, are still being affected. Expecting all students to act as if they can handle a normal semester workload amidst all that’s going on is insensitive and disrespectful to students’ health and well-being "
1/13/2021 16:19:45,Asian,2022,No,No,No,Female/woman,Yes,5,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Heavy workload, Lack of support with assignments from faculty or peers, Poor mental health, Social isolation, Stress from financial concerns",,Very helpful,Helpful,Very helpful,Helpful,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/13/2021 16:26:46,White,2023,No,No,No,Female/woman,Yes,4,,2,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Attending synchronous sessions, Communicating my difficulties with professors, Distracting work environment, Distress and uncertainty from current political events, Lack of feedback from professors, Lack of support with assignments from faculty or peers, Poor mental health, Professors who are not flexible or accommodating",,Helpful,Not applicable,"Helpful, Not applicable",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/13/2021 16:34:35,White,2023,No,No,No,Female/woman,Yes,3,,3,Somewhat heavy—I sometimes struggled to complete work on time,"Busy work schedule, Classes running overtime, Health and safety concerns, Heavy workload, Poor mental health, Social isolation",,Very helpful,Very helpful,Very helpful,Very helpful,Very helpful,Helpful,Not applicable,Very helpful,Very helpful,Very helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Peer-led study sessions, Peer-led tutoring (one-on-one), Regular meetings with professors dedicated to checking in about my progress, mental health, etc., Self Care sessions, Transparency from professors",
1/13/2021 16:36:43,White,2021,No,No,No,Female/woman,Yes,2,,4,Somewhat heavy—I sometimes struggled to complete work on time,"Distracting work environment, Distress and uncertainty from current political events, Extra home/family responsibilities, Fast pace, Health and safety concerns, Poor mental health, Social isolation",,Helpful,Helpful,Very helpful,Very helpful,Very helpful,Helpful,Not applicable,Not applicable,Helpful,"Very helpful, Helpful",Very helpful,,"Advocating for flexibility with deadlines, Advocating for more choice and flexibility with exams/assessments",
1/13/2021 16:41:46,Asian,2022,No,No,No,Female/woman,Yes,5,,4,Extremely heavy—I regularly struggled to complete work or fail to complete work on time,"Busy work schedule, Classes running overtime, Distracting work environment, Distress and uncertainty from current political events, Fast pace, Health and safety concerns, Heavy workload, Lack of feedback from professors, Professors who are not flexible or accommodating",,Very helpful,Very helpful,Very helpful,Not applicable,Very helpful,Very helpful,Not applicable,Not applicable,Very helpful,Not helpful,Very helpful,,"Advocating for flexibility with deadlines, Advocating for lower workload in classes, Advocating for more choice and flexibility with exams/assessments, Advocating for slower pace in classes, Anonymous opportunities to provide feedback to my professors, Community dinners or celebrations, Peer-led tutoring (one-on-one), Self Care sessions, Transparency from professors","For STEM classes (especially physics), I do not think tests are very helpful in assessing the class material. I think it might be a better learning experience to try and understand the concepts other ways than simply proctored tests over zoom."
